0.545,0.983,0.51,0.356,0.015
0.739,0.785,0.058,0.953,0.844
0.15,0.133,0.506,0.587,0.368
0.858,0.208,0.743,0.513,0.914
0.504,0.079,0.906,0.341,0.171
0.862,0.6,0.799,0.213,0.393
0.445,0.813,0.862,0.807,0.148
0.836,0.936,0.338,0.17,0.86
0.261,0.565,0.569,0.725,0.71
0.422,0.418,0.539,0.215,0.452
0.758,0.723,0.756,0.409,0.375
0.555,0.471,0.843,0.414,0.896
0.58,0.113,0.728,0.652,0.604
0.659,0.434,0.891,0.678,0.947
0.176,0.735,0.697,0.394,0.921
0.909,0.041,0.629,0.11,0.429
0.178,0.081,0.421,0.113,0.634
0.505,0.219,0.262,0.36,0.012
0.992,0.331,0.283,0.953,0.54
0.691,0.967,0.54,0.286,0.068
0.966,0.834,0.1,0.48,0.02
0.572,0.47,0.712,0.417,0.18
0.068,0.588,0.933,0.842,0.419
0.596,0.826,0.527,0.789,0.479
0.157,0.172,0.562,0.677,0.836
0.771,0.114,0.223,0.16,0.136
0.813,0.891,0.985,0.913,0.329
0.644,0.106,0.804,0.213,0.974
0.586,0.326,0.964,0.407,0.401
0.971,0.201,0.651,0.463,0.302
0.431,0.959,0.048,0.736,0.626
0.811,0.764,0.988,0.718,0.001
0.541,0.938,0.881,0.195,0.447
0.568,0.494,0.767,0.766,0.49
0.201,0.705,0.522,0.008,0.943
0.952,0.085,0.945,0.27,0.229
0.974,0.322,0.327,0.444,0.866
0.67,0.088,0.804,0.929,0.804
0.014,0.913,0.691,0.78,0.339
0.034,0.167,0.902,0.368,0.517
0.19,0.155,0.778,0.826,0.771
0.277,0.244,0.866,0.837,0.539
0.158,0.877,0.869,0.761,0.218
0.533,0.24,0.77,0.39,0.503
0.862,0.671,0.084,0.167,0.79
0.96,0.768,0.53,0.265,0.951
0.241,0.108,0.86,0.967,0.719
0.011,0.169,0.949,0.6,0.992
0.351,0.379,0.178,0.509,0.64
0.05,0.91,0.181,0.125,0.541
0.744,0.441,0.504,0.619,0.587
0.359,0.754,0.403,0.041,0.646
0.209,0.115,0.201,0.635,0.654
0.234,0.001,0.43,0.533,0.482
0.27,0.302,0.986,0.828,0.482
0.328,0.914,0.113,0.957,0.099
0.575,0.492,0.357,0.974,0.291
0.645,0.044,0.64,0.467,0.916
0.756,0.402,0.923,0.227,0.526
0.351,0.595,0.414,0.09,0.219
0.522,0.825,0.557,0.505,0.859
0.885,0.484,0.524,0.494,0.551
0.554,0.819,0.66,0.82,0.634
0.302,0.993,0.48,0.296,0.275
0.128,0.364,0.381,0.56,0.186
0.555,0.864,0.407,0.973,0.751
0.763,0.612,0.565,0.628,0.797
0.124,0.02,0.334,0.538,0.912
0.268,0.933,0.423,0.098,0.947
0.095,0.238,0.575,0.056,0.625
0.95,0.845,0.251,0.136,0.75
0.824,0.972,0.035,0.17,0.585
0.294,0.458,0.286,0.63,0.888
0.524,0.34,0.721,0.623,0.351
0.064,0.536,0.332,0.406,0.198
0.554,0.678,0.902,0.816,0.757
0.05,0.624,0.322,0.134,0.663
0.302,0.014,0.226,0.056,0.008
0.232,0.619,0.038,0.806,0.482
0.506,0.154,0.556,0.323,0.083
0.956,0.654,0.649,0.089,0.24
0.262,0.441,0.403,0.609,0.861
0.07,0.37,0.394,0.185,0.391
0.528,0.124,0.849,0.644,0.854
0.19,0.554,0.509,0.614,0.031
0.144,0.458,0.668,0.226,0.568
0.733,0.795,0.496,0.819,0.018
0.23,0.618,0.454,0.51,0.843
0.775,0.396,0.208,0.934,0.509
0.714,0.437,0.167,0.663,0.413
0.988,0.332,0.515,0.261,0.557
0.718,0.807,0.848,0.79,0.891
0.242,0.967,0.403,0.164,0.311
0.603,0.311,0.438,0.446,0.11
0.527,0.738,0.234,0.533,0.025
0.18,0.875,0.012,0.273,0.577
0.446,0.521,0.463,0.641,0.489
0.625,0.084,0.872,0.906,0.815
0.364,0.474,0.884,0.143,0.188
0.955,0.848,0.79,0.886,0.914
0.223,0.943,0.635,0.838,0.378
0.666,0.154,0.579,0.511,0.826
0.955,0.086,0.764,0.511,0.906
0.92,0.52,0.881,0.231,0.514
0.407,0.021,0.268,0.958,0.985
0.543,0.966,0.987,0.816,0.525
0.224,0.17,0.877,0.867,0.562
0.784,0.065,0.997,0.633,0.253
0.491,0.012,0.612,0.208,0.298
0.806,0.265,0.435,0.168,0.954
0.237,0.663,0.828,0.326,0.005
0.56,0.354,0.71,0.874,0.69
0.132,0.34,0.143,0.448,0.992
0.297,0.839,0.405,0.185,0.823
0.898,0.528,0.059,0.037,0.001
0.389,0.257,0.017,0.786,0.517
0.988,0.761,0.552,0.017,0.704
0.548,0.626,0.889,0.036,0.379
0.914,0.262,0.21,0.313,0.422
0.535,0.846,0.518,0.817,0.402
0.103,0.993,0.425,0.421,0.033
0.467,0.416,0.333,0.978,0.386
0.043000000000045405,0.25300000000001055,0.7349999999998929,0.2669999999999965,0.1810000000000549
0.553,0.148,0.694,0.349,0.362
0.904,0.335,0.988,0.215,0.813
0.62,0.152,0.641,0.615,0.705
0.139,0.29,0.766,0.973,0.999
0.632,0.025,0.217,0.919,0.942
0.882,0.183,0.532,0.243,0.74
0.149,0.876,0.072,0.355,0.86
0.547,0.37,0.1,0.655,0.017
0.592,0.717,0.267,0.737,0.605
0.637,0.046,0.78,0.336,0.528
0.626,1.0,0.146,0.068,0.133
0.238,0.52,0.182,0.11,0.679
0.421,0.232,0.471,0.121,0.169
0.2,0.758,0.497,0.581,0.155
0.984,0.687,0.386,0.68,0.698
0.385,0.585,0.978,0.696,0.444
0.852,0.52,0.737,0.886,0.17
0.158,0.442,0.413,0.903,0.07
0.391,0.443,0.896,0.231,0.654
0.128,0.764,0.959,0.081,0.595
0.648,0.85,0.996,0.859,0.555
0.416,0.39,0.41,0.739,0.631
0.748,0.757,0.707,0.845,0.455
0.394,0.397,0.808,0.116,0.482
0.32,0.912,0.49,0.639,0.481
0.856,0.912,0.624,0.297,0.975
0.471,0.985,0.518,0.581,0.504
0.48,0.442,0.482,0.338,0.22700000000000004
0.9589988572450865,0.4129998238397704,0.23499989186523915,0.7149992129020541,0.7229995728915062
0.7058565124074739,0.650272240235615,0.7938497048677909,0.9633856453583307,0.16852456584064693
0.8849989821591304,0.7269992937990974,0.032000234534846184,0.45099965854134605,0.9519991863331809
0.847,0.10800000000000001,0.584,0.271,0.45
0.64,0.788,0.971,0.942,0.248
0.859,0.106,0.311,0.379,0.04
0.824,0.644,0.314,0.044,0.857
0.072,0.102,0.07,0.008,0.343
0.304,0.227,0.43,0.576,0.79
0.199,0.319,0.549,0.135,0.652
0.572,0.555,0.13,0.27,0.245
0.615,0.221,0.199,0.496,0.067
0.228,0.677,0.739,0.903,0.138
0.255,0.284,0.715,0.72,0.327
0.954,0.418,0.394,0.861,0.773
0.915,0.97,0.756,0.255,0.598
0.202,0.417,0.827,0.078,0.007
0.313,0.73,0.54,0.652,0.903
0.29,0.843,0.388,0.726,0.001
0.136,0.494,0.411,0.786,0.308
0.069,0.46,0.573,0.43,0.202
0.655,0.202,0.522,0.822,0.099
0.16,0.014,0.266,0.622,0.818
0.135,0.049,0.705,0.479,0.746
0.561,0.96,0.974,0.461,0.73
0.377,0.682,0.595,0.914,0.503
0.724,0.933,0.541,0.853,0.564
0.574,0.568,0.619,0.148,0.36
0.886,0.744,0.356,2.0072186884965557e-31,0.154
0.4059999999999765,0.8169999999999034,0.6909999999999011,0.9789999999998612,0.9389999999999108
0.03126816733324256,0.39257551254501627,0.871457213593145,0.08184394368315517,0.4083118684407793
-7.80964645906518,-8.278379269332884,1.8221025641025763,-9.093239337085189,-2.1763332805525506
0.2412064281159311,0.06125114837138927,0.5689869231763803,0.15945145240850922,0.8550525276418559
0.7009999999999204,0.03600000000005179,0.5199999999999337,0.6559999999999226,0.7829999999999405
0.9,0.961,0.969,0.02,0.297
0.782,0.051,0.896,0.106,0.233
0.626,0.954,0.9,0.781,0.497
0.505,0.345,0.948,0.389,0.219
0.702,0.866,0.637,0.999,0.91
0.711,0.913,0.728,0.372,0.274
0.556,0.678,0.396,0.848,0.147
0.323,0.616,0.933,0.999,0.581
0.016,0.951,0.43,0.836,0.26
0.713,0.259,0.138,0.521,0.132
0.332,0.436,0.389,0.18,0.209
0.917,0.598,0.024,0.364,0.632
0.234,0.003,0.166,0.486,0.077
0.516,0.313,0.454,0.391,0.275
0.894,0.619,0.208,0.513,0.613
